"pc","list_position","x"
"Hasthi Primary School - 1209113",9,"#pc > option:nth-child(9)"
"Reyazul Uloom Secondary School no.2 - 1210114",1,"#pc > option:nth-child(1)"
"Rubat Asghar Kala Primary School - 1210115",2,"#pc > option:nth-child(2)"
"Mohammad Amin Mosque - 1210117",3,"#pc > option:nth-child(3)"
"Markazi High School - 1210118",4,"#pc > option:nth-child(4)"
"Reyazul Uloom Primary School no. 1 - 1210119",5,"#pc > option:nth-child(5)"
"Tawoos Khil Mosque - 1210120",6,"#pc > option:nth-child(6)"
"Abas Khil School - 1210121",7,"#pc > option:nth-child(7)"
"Zami Secondary School - 1210122",8,"#pc > option:nth-child(8)"
"Nawai Qalla High School - 1210123",9,"#pc > option:nth-child(9)"
"Zarra Qalla High School - 1210124",10,"#pc > option:nth-child(10)"
"Khani Qalla High School - 1210126",11,"#pc > option:nth-child(11)"
"Shiekhan Girls Primary School - 1211128",1,"#pc > option:nth-child(1)"
"Pushte Mosque - 1211135",2,"#pc > option:nth-child(2)"
"Chena Khwa Madrassah - 1211138",3,"#pc > option:nth-child(3)"
"Faqeeran village Mosque - 1211139",4,"#pc > option:nth-child(4)"
"Meera Gul Mosque - 1211140",5,"#pc > option:nth-child(5)"
"Sarhadi Zadran village School - 1211141",6,"#pc > option:nth-child(6)"
"Barakat Girls School - 1211143",7,"#pc > option:nth-child(7)"
"Balesh Girls Primary School - 1211144",8,"#pc > option:nth-child(8)"
"Balesh School - 1211145",9,"#pc > option:nth-child(9)"
"Gulaki village Mosque - 1211146",10,"#pc > option:nth-child(10)"
"Urgoon old School Qarkhil - 1211147",11,"#pc > option:nth-child(11)"
"Chambarano Mosque - 1211148",12,"#pc > option:nth-child(12)"
"Kalandar Madrassah - 1211150",13,"#pc > option:nth-child(13)"
"Ba Ba Sahib Shiekhan School - 1211152",14,"#pc > option:nth-child(14)"
"Malakano Secondary School - 1211153",15,"#pc > option:nth-child(15)"
"Noorli School - 1211154",16,"#pc > option:nth-child(16)"
"Warzhana Ziaul Uloom High School - 1212155",1,"#pc > option:nth-child(1)"
"Jameel Khan Mosque - 1212156",2,"#pc > option:nth-child(2)"
"Clinic - 1212157",3,"#pc > option:nth-child(3)"
"Alimi Village Madrassah - 1212158",4,"#pc > option:nth-child(4)"
"Gulistan Clinic - 1212159",5,"#pc > option:nth-child(5)"
"Bostan Clinic - 1212160",6,"#pc > option:nth-child(6)"
"District Center - 1213163",1,"#pc > option:nth-child(1)"
"Hakim Khan Melmastoon (Guest House) - 1213164",2,"#pc > option:nth-child(2)"
"Ghazi Khan Mosque - 1213165",3,"#pc > option:nth-child(3)"
"Haji Sakhi Jan Melmastoon (Guest House) - 1213166",4,"#pc > option:nth-child(4)"
"Petugai Secondary School - 1214169",1,"#pc > option:nth-child(1)"
"Lowargai Primary School - 1214170",2,"#pc > option:nth-child(2)"
"Fakhr e Afghan School - 1214171",3,"#pc > option:nth-child(3)"
"Khandan Mosque - 1214172",4,"#pc > option:nth-child(4)"
"Noorabad School - 1214173",5,"#pc > option:nth-child(5)"
"Sher Baz Melmastoon (Guest House) - 1214174",6,"#pc > option:nth-child(6)"
"Farouqia School - 1214175",7,"#pc > option:nth-child(7)"
"Mahmoudia Madrassah - 1214178",8,"#pc > option:nth-child(8)"
"District Mosque - 1214179",9,"#pc > option:nth-child(9)"
"District Center tent - 1216208",1,"#pc > option:nth-child(1)"
"Apsar Kot Mosque - 1217211",1,"#pc > option:nth-child(1)"
"Haji Adam Kala Mosque - 1217212",2,"#pc > option:nth-child(2)"
"Khezar Khil center School - 1217213",3,"#pc > option:nth-child(3)"
"District Center Primary School - 1217214",4,"#pc > option:nth-child(4)"
"Gulalbi Mosque - 1217215",5,"#pc > option:nth-child(5)"
"Haji Mohammad Naeem Mosque - 1217216",6,"#pc > option:nth-child(6)"
"Marjan Mosque - 1217217",7,"#pc > option:nth-child(7)"
"Noorani High School - 1217218",8,"#pc > option:nth-child(8)"
"Du Cheenah village Mosque - 1218219",1,"#pc > option:nth-child(1)"
"Police Old Office - 1218220",2,"#pc > option:nth-child(2)"
"Du Cheenah village Shop - 1218221",3,"#pc > option:nth-child(3)"
"Eid Gul Melmastoon (Guest House) - 1218222",4,"#pc > option:nth-child(4)"
"Haji Bahlol Melmastoon (Guest House) - 1218223",5,"#pc > option:nth-child(5)"
"Wakeel Ghamai School - 1218224",6,"#pc > option:nth-child(6)"
"Clinic  - 1218225",7,"#pc > option:nth-child(7)"
"District Center - 1218226",8,"#pc > option:nth-child(8)"
"District Center Secondary School - 1218227",9,"#pc > option:nth-child(9)"
"Sarozai Mosque - 1218228",10,"#pc > option:nth-child(10)"
"Abdul Melmastoon (Guest House) - 1218230",11,"#pc > option:nth-child(11)"
"DistriCT Center Toori School - 1219231",1,"#pc > option:nth-child(1)"
"Sarwar Khan Cheenah Mosque - 1219232",2,"#pc > option:nth-child(2)"
"Kochka Mosque - 1219233",3,"#pc > option:nth-child(3)"
"Amarkhil Karez Mosque - 1219234",4,"#pc > option:nth-child(4)"
"Bozah Mosque - 1219235",5,"#pc > option:nth-child(5)"
"Saduzai Mosque - 1219236",6,"#pc > option:nth-child(6)"
"Peshaki Mosque - 1219237",7,"#pc > option:nth-child(7)"
"Haji Zar Payo Khan Mosque - 1401001",1,"#pc > option:nth-child(1)"
"Women Affairs Directorate - 1401002",2,"#pc > option:nth-child(2)"
"Ghazi Babrak Zadran Park - 1401003",3,"#pc > option:nth-child(3)"
"Central Mosque - 1401004",4,"#pc > option:nth-child(4)"
"Yaoubaio Adah Mosque - 1401005",5,"#pc > option:nth-child(5)"
"Alfatah Markazi High School - 1401006",6,"#pc > option:nth-child(6)"
"Old Civil Hospital - 1401007",7,"#pc > option:nth-child(7)"
"Directorate of Persons with Disability - 1401008",8,"#pc > option:nth-child(8)"
"Shaheed Mohammad Daoud School - 1401009",9,"#pc > option:nth-child(9)"
"Customs House Mosque - 1401010",10,"#pc > option:nth-child(10)"
"Manni Village Mosque - 1401011",11,"#pc > option:nth-child(11)"
"Budah Khan Mosque, Shamal Mardikhil - 1401012",12,"#pc > option:nth-child(12)"
"Warda Khil village Mosque - 1401013",13,"#pc > option:nth-child(13)"
"Tour Ghundai School - 1401014",14,"#pc > option:nth-child(14)"
"Bangi Bagh Ster Kali village Mosque - 1401015",15,"#pc > option:nth-child(15)"
"Da Shamal Zorr Kali (Noorzai) Mosque - 1401016",16,"#pc > option:nth-child(16)"
"Da Nawrozai High School - 1401017",17,"#pc > option:nth-child(17)"
"Danda Pano Pas Kali Mosque - 1401018",18,"#pc > option:nth-child(18)"
"Malizai Jirga Hall - 1401019",19,"#pc > option:nth-child(19)"
"Shamal Gada Kharah Hasan Kot School - 1401020",20,"#pc > option:nth-child(20)"
"Ghazi Abad Village Primary  School - 1401021",21,"#pc > option:nth-child(21)"
"Sarbaz Mosque - 1401023",22,"#pc > option:nth-child(22)"
"Saroki village (Lakann) Mosque - 1401024",23,"#pc > option:nth-child(23)"
"Sarkai Barraio Mosque - 1401025",24,"#pc > option:nth-child(24)"
"Tang village Mosque - 1401026",25,"#pc > option:nth-child(25)"
"Ayub Khil High School - 1401027",26,"#pc > option:nth-child(26)"
"Deeri central Mosque - 1401028",27,"#pc > option:nth-child(27)"
"Sarki Jan village Mosque Shamal - 1401029",28,"#pc > option:nth-child(28)"
"Jirga Hall, Matoon Cheni village - 1401030",29,"#pc > option:nth-child(29)"
"Madikhil village Madrassah  - 1401031",30,"#pc > option:nth-child(30)"
"Magaso village Mosque - 1401032",31,"#pc > option:nth-child(31)"
"Kondaio village Mosque - 1401033",32,"#pc > option:nth-child(32)"
"Kamran village Jame Mosque - 1401034",33,"#pc > option:nth-child(33)"
"Khani Khwarr Mosque - 1401035",34,"#pc > option:nth-child(34)"
"Mazghora village Mosque - 1401036",35,"#pc > option:nth-child(35)"
"Assar School - 1401037",36,"#pc > option:nth-child(36)"
"Mangal Kot village Mosque - 1401038",37,"#pc > option:nth-child(37)"
"Sarangot Mosque - 1401039",38,"#pc > option:nth-child(38)"
"Taza Kali Mosque, Matoon - 1401040",39,"#pc > option:nth-child(39)"
"Matoon Mandi Khil Mosque - 1401041",40,"#pc > option:nth-child(40)"
"Khabshkhilo Mosque - 1401042",41,"#pc > option:nth-child(41)"
"Darikhilo Mosque - 1401043",42,"#pc > option:nth-child(42)"
"Kotwalai village Mosque - 1401044",43,"#pc > option:nth-child(43)"
"Cheeghe village Mosque - 1401045",44,"#pc > option:nth-child(44)"
"Kajeeri village Mosque - 1401046",45,"#pc > option:nth-child(45)"
"Karwan Sarai Mosque - 1401047",46,"#pc > option:nth-child(46)"
"Omer Khan village Mosque - 1401048",47,"#pc > option:nth-child(47)"
"Mahmoud Khil High School - 1401049",48,"#pc > option:nth-child(48)"
"Gharghakht Primary School - 1401050",49,"#pc > option:nth-child(49)"
"Geedi village Mosque - 1401051",50,"#pc > option:nth-child(50)"
"Tore Warrai Degan High School - 1402052",1,"#pc > option:nth-child(1)"
"Degan village Jame Mosque - 1402053",2,"#pc > option:nth-child(2)"
"Salam village Central Mosque - 1402054",3,"#pc > option:nth-child(3)"
"Mohammad Sediq Rohi, Haider Khil High School - 1402055",4,"#pc > option:nth-child(4)"
"Zadran Kot Mosque - 1402056",5,"#pc > option:nth-child(5)"
"Warze village Mosque - 1402057",6,"#pc > option:nth-child(6)"
"Haider Khil Samwat School - 1402058",7,"#pc > option:nth-child(7)"
"Sherza Ali Mosque - 1402059",8,"#pc > option:nth-child(8)"
"B village School - 1402060",9,"#pc > option:nth-child(9)"
"Dadwalo Khkulai Mosque - 1402061",10,"#pc > option:nth-child(10)"
"Hasan Mohammad Mosque - 1402062",11,"#pc > option:nth-child(11)"
"Chandar Sahra Kali village Mosque - 1402063",12,"#pc > option:nth-child(12)"
"Chandar village Mosque - 1402064",13,"#pc > option:nth-child(13)"
"Meta Khan High School - 1402065",14,"#pc > option:nth-child(14)"
"Ajab Khan village Mosque - 1402066",15,"#pc > option:nth-child(15)"
"Hassan Zai Girls High School - 1402067",16,"#pc > option:nth-child(16)"
"Shadal Kali Mosque - 1402068",17,"#pc > option:nth-child(17)"
"Dilporaio Secondary School - 1402069",18,"#pc > option:nth-child(18)"
"Kaski kali Mosque - 1403070",1,"#pc > option:nth-child(1)"
"Da Zhawarah Kali Mosque - 1403071",2,"#pc > option:nth-child(2)"
"Chinar Sangar Primary School - 1403072",3,"#pc > option:nth-child(3)"
"Tawde Cheene Primary School - 1403073",4,"#pc > option:nth-child(4)"
"Maidani village Clinic - 1403074",5,"#pc > option:nth-child(5)"
"Shaeed Mohammad Qader High School - 1403075",6,"#pc > option:nth-child(6)"
"Ali Dayee Mosque - 1403076",7,"#pc > option:nth-child(7)"
"Janbaz Mosque - 1403077",8,"#pc > option:nth-child(8)"
"Shiekh Amir High School - 1403078",9,"#pc > option:nth-child(9)"
"Zualdin High School - 1403079",10,"#pc > option:nth-child(10)"
"Boree Khil School - 1403080",11,"#pc > option:nth-child(11)"
"Senakai High School - 1404081",1,"#pc > option:nth-child(1)"
"Atman School - 1404082",2,"#pc > option:nth-child(2)"
"Hakmeena Primary School - 1404083",3,"#pc > option:nth-child(3)"
"Dargai High School - 1404084",4,"#pc > option:nth-child(4)"
"Lajjah Boys Primary School  - 1404085",5,"#pc > option:nth-child(5)"
"Gulab Khan High School - 1404086",6,"#pc > option:nth-child(6)"
"Omer Farouq Mosque - 1404087",7,"#pc > option:nth-child(7)"
"Ziaul Madares Madrassah - 1404088",8,"#pc > option:nth-child(8)"
"Manni Kali Mosque - 1404089",9,"#pc > option:nth-child(9)"
"Dur Malika High School - 1404090",10,"#pc > option:nth-child(10)"
"Da Zhai Kali Girls School - 1404091",11,"#pc > option:nth-child(11)"
"Peer Badshah village Girls High School - 1404092",12,"#pc > option:nth-child(12)"
"Haji Nek Mohammad Kali School - 1404093",13,"#pc > option:nth-child(13)"
"Hesarak School - 1404094",14,"#pc > option:nth-child(14)"
"Laghori High School - 1404095",15,"#pc > option:nth-child(15)"
"Dakhi Boys High School - 1404096",16,"#pc > option:nth-child(16)"
"Gokhi Secondary School - 1404097",17,"#pc > option:nth-child(17)"
"Mataki High School - 1404098",18,"#pc > option:nth-child(18)"
"Banda Khil Secondary School - 1404099",19,"#pc > option:nth-child(19)"
"Kochiano Secondary School - 1404100",20,"#pc > option:nth-child(20)"
"Pakhe Chari Mosque - 1404101",21,"#pc > option:nth-child(21)"
"Da Kanngai Mannai Mosque - 1404102",22,"#pc > option:nth-child(22)"
"Warzhalai Madrassah - 1404103",23,"#pc > option:nth-child(23)"
"Da Nareeze High School - 1404104",24,"#pc > option:nth-child(24)"
"Sor Kot Secondary School - 1404105",25,"#pc > option:nth-child(25)"
"Musa Khil Toot Palah Mosque - 1405106",1,"#pc > option:nth-child(1)"
"Musa Khil Da Paiko Melay Mosque - 1405107",2,"#pc > option:nth-child(2)"
"Da Gharani Tapeh Mosque - 1405108",3,"#pc > option:nth-child(3)"
"Da Marghai Mosque - 1405109",4,"#pc > option:nth-child(4)"
"Sardar Khan Taraki Mosque - 1405110",5,"#pc > option:nth-child(5)"
"Marghai High School - 1405111",6,"#pc > option:nth-child(6)"
"Mandi Mosque - 1405112",7,"#pc > option:nth-child(7)"
"Spera Welai School - 1405113",8,"#pc > option:nth-child(8)"
"Parro Khil Mosque - 1405114",9,"#pc > option:nth-child(9)"
" Latkai village Mosque - 1406119",1,"#pc > option:nth-child(1)"
"Shambowat School - 1406120",2,"#pc > option:nth-child(2)"
"Keekhe Kali Mosque - 1406124",3,"#pc > option:nth-child(3)"
"Ghorshtai village Jirga Hall - 1406125",4,"#pc > option:nth-child(4)"
"Almari School - 1406126",5,"#pc > option:nth-child(5)"
"Makosh Mosque - 1406127",6,"#pc > option:nth-child(6)"
"Jehamir Mosque - 1406128",7,"#pc > option:nth-child(7)"
"Yaqoubai Badshah Din Mosque - 1407129",1,"#pc > option:nth-child(1)"
"Yaoubai District Mosque - 1407130",2,"#pc > option:nth-child(2)"
"Mata Khilo village Mosque - 1407131",3,"#pc > option:nth-child(3)"
"Korrho Mosque - 1407132",4,"#pc > option:nth-child(4)"
"Noori village School - 1407133",5,"#pc > option:nth-child(5)"
"Karez Kali Mosque - 1407134",6,"#pc > option:nth-child(6)"
"Zambar Mosque - 1407135",7,"#pc > option:nth-child(7)"
"Mochi village School - 1407136",8,"#pc > option:nth-child(8)"
"Awrmarr village Mosque - 1408138",1,"#pc > option:nth-child(1)"
"Qadam Mosque - 1408139",2,"#pc > option:nth-child(2)"
"Da Toro Obo Mosque - 1408140",3,"#pc > option:nth-child(3)"
"Chagotai Mosque - 1408142",4,"#pc > option:nth-child(4)"
"Haji Naeem Kochai Mosque - 1408144",5,"#pc > option:nth-child(5)"
"Meeram Gul village, Zaman Khil Mosque - 1408145",6,"#pc > option:nth-child(6)"
"Cheengai Mosque - 1408146",7,"#pc > option:nth-child(7)"
"Pallah Jame Mosque - 1408147",8,"#pc > option:nth-child(8)"
"Markazi Bagh Belawat - 1408148",9,"#pc > option:nth-child(9)"
"Mandeenah Mosque - 1408149",10,"#pc > option:nth-child(10)"
"Kozah Bokhanah central Mosque - 1408150",11,"#pc > option:nth-child(11)"
"Pas Tarak - 1409151",1,"#pc > option:nth-child(1)"
"Kotki Awazi village School - 1409152",2,"#pc > option:nth-child(2)"
"Anar Kali Mosque - 1409153",3,"#pc > option:nth-child(3)"
"Bak District Center High School - 1409154",4,"#pc > option:nth-child(4)"
"Shamal Khil School - 1409155",5,"#pc > option:nth-child(5)"
"Totak School - 1409156",6,"#pc > option:nth-child(6)"
"Paiko Mile Jawmillat - 1410157",1,"#pc > option:nth-child(1)"
"Mangalo Madrassah - 1410158",2,"#pc > option:nth-child(2)"
"Sarro Obo Secondary School - 1410159",3,"#pc > option:nth-child(3)"
"Qalandar Clinic - 1410160",4,"#pc > option:nth-child(4)"
"Muslim Abad Mosque - 1410161",5,"#pc > option:nth-child(5)"
"Zareef Lotte Plain ground - 1410162",6,"#pc > option:nth-child(6)"
"Da Peer Mosque - 1410163",7,"#pc > option:nth-child(7)"
"Village ground tents - 1411164",1,"#pc > option:nth-child(1)"
"Zarbi dukanoonah (Shops) - 1411165",2,"#pc > option:nth-child(2)"
"Lahe Tegge Madrassah - 1411166",3,"#pc > option:nth-child(3)"
"Parwandh Asarrkhilo village Mosque - 1411167",4,"#pc > option:nth-child(4)"
"Barkhilo Mandayee - 1411168",5,"#pc > option:nth-child(5)"
"Sheenshobi Kaski - 1411169",6,"#pc > option:nth-child(6)"
"Sperah village School - 1411170",7,"#pc > option:nth-child(7)"
"Da Dandaki Kali village Mosque - 1411171",8,"#pc > option:nth-child(8)"
"Ghulam Jan Dukan Tarwe Kalai - 1411172",9,"#pc > option:nth-child(9)"
"Plain ground (Ghormah) - 1411173",10,"#pc > option:nth-child(10)"
"Khost Khil village and Shops - 1411174",11,"#pc > option:nth-child(11)"
"Sre Kanni village Mosque - 1412175",1,"#pc > option:nth-child(1)"
"Dwah Mandah School - 1412176",2,"#pc > option:nth-child(2)"
"Bargi village High School - 1412177",3,"#pc > option:nth-child(3)"
"Amir Gulistan Mosque - 1412178",4,"#pc > option:nth-child(4)"
"Alokhil Madrassah - 1412179",5,"#pc > option:nth-child(5)"
"Sayed Khil Clinic - 1412180",6,"#pc > option:nth-child(6)"
"Imar Khilo Mosque - 1412181",7,"#pc > option:nth-child(7)"
"City One School - 1413182",1,"#pc > option:nth-child(1)"
"Zankhil Madrassah - 1413183",2,"#pc > option:nth-child(2)"
"Qabayel Ghond School  - 1413184",3,"#pc > option:nth-child(3)"
"Deri Melay High School - 1413185",4,"#pc > option:nth-child(4)"
"Iskandariah School - 1413186",5,"#pc > option:nth-child(5)"
"Shiekhano Jame Mosque - 1413187",6,"#pc > option:nth-child(6)"
"Algadi High School - 1413188",7,"#pc > option:nth-child(7)"
"Aka Kahool School - 1413189",8,"#pc > option:nth-child(8)"
"Dani School - 1413190",9,"#pc > option:nth-child(9)"
"Sarre Pelai School - 1413191",10,"#pc > option:nth-child(10)"
"Jaggah Shawyah Maidani (Jaggah Shawyah Ground) - 1413192",11,"#pc > option:nth-child(11)"
"Omara Khan High School - 1501001",1,"#pc > option:nth-child(1)"
"Gorgam Jami Mosque - 1501002",2,"#pc > option:nth-child(2)"
"Hijrat Bar Kalai Mosque - 1501003",3,"#pc > option:nth-child(3)"
"Shikhan Secondary School - 1501004",4,"#pc > option:nth-child(4)"
"Nawabad Manz Kalai Mosque - 1501005",5,"#pc > option:nth-child(5)"
"Tesha Primary School - 1501006",6,"#pc > option:nth-child(6)"
"Salar Bagh Secondary School - 1501007",7,"#pc > option:nth-child(7)"
"Shaheed Mina Primary School - 1501008",8,"#pc > option:nth-child(8)"
"Bilal Mosque - 1501009",9,"#pc > option:nth-child(9)"
"Sanaye (industrial) Vocational School - 1501010",10,"#pc > option:nth-child(10)"
"Kirhala Girls High School - 1501011",11,"#pc > option:nth-child(11)"
"Saagi Primary School - 1501012",12,"#pc > option:nth-child(12)"
"Qaziano Mosque - 1501013",13,"#pc > option:nth-child(13)"
"Bara Shagai Mosque - 1501014",14,"#pc > option:nth-child(14)"
"Manz Saagi Mosque - 1501015",15,"#pc > option:nth-child(15)"
"Hesari Agricultural High School - 1502016",1,"#pc > option:nth-child(1)"
"Adam Khil Primary School - 1502018",2,"#pc > option:nth-child(2)"
"Daag Boys High School - 1502019",3,"#pc > option:nth-child(3)"
"Khan Ghondi Primary School - 1502020",4,"#pc > option:nth-child(4)"
"Lahor Dag Secondary School - 1502022",5,"#pc > option:nth-child(5)"
"Qamchi High School - 1503021",1,"#pc > option:nth-child(1)"
"Village Mosque - 1503023",2,"#pc > option:nth-child(2)"
"Shini Gam Primary School - 1503024",3,"#pc > option:nth-child(3)"
"Village Mosque - 1503025",4,"#pc > option:nth-child(4)"
"Kotaki Primary School - 1504029",1,"#pc > option:nth-child(1)"
"Narang High School - 1504030",2,"#pc > option:nth-child(2)"
"Kodo Girls Primary School - 1504031",3,"#pc > option:nth-child(3)"
"Lamtak School - 1504032",4,"#pc > option:nth-child(4)"
"Bar Narang Girls School - 1504033",5,"#pc > option:nth-child(5)"
"Bar Narang High School - 1504034",6,"#pc > option:nth-child(6)"
"Bahrabad Girls High School - 1505037",1,"#pc > option:nth-child(1)"
"Pashad Primary School - 1505038",2,"#pc > option:nth-child(2)"
"Tango Primary School - 1505039",3,"#pc > option:nth-child(3)"
"Kuchiano Bela Primary School - 1505040",4,"#pc > option:nth-child(4)"
"Donayee Village Madrasa - 1505041",5,"#pc > option:nth-child(5)"
"Do Saraka Village Madrasa - 1505042",6,"#pc > option:nth-child(6)"
"Sarkano Central High School - 1505043",7,"#pc > option:nth-child(7)"
"Muslim Abad Primary School - 1505044",8,"#pc > option:nth-child(8)"
"Shin Korak Primary School - 1506045",1,"#pc > option:nth-child(1)"
"Shigal High School - 1506046",2,"#pc > option:nth-child(2)"
"District Governor Building - 1506047",3,"#pc > option:nth-child(3)"
"Moni Primary School - 1506048",4,"#pc > option:nth-child(4)"
"Hilalzo Secondary School - 1506050",5,"#pc > option:nth-child(5)"
"Atam Village Girls Secondary School - 1506051",6,"#pc > option:nth-child(6)"
"Dirai Clinic - 1506052",7,"#pc > option:nth-child(7)"
"Bar Naarit Jami Mosque - 1506053",8,"#pc > option:nth-child(8)"
"Shaheed Mirza Muhamad Madrasa - 1507055",1,"#pc > option:nth-child(1)"
"Tar-ri Boys Primary School - 1507056",2,"#pc > option:nth-child(2)"
"Barkandi High School - 1507057",3,"#pc > option:nth-child(3)"
"Kandgul Village School - 1507058",4,"#pc > option:nth-child(4)"
"Tantil Girls Secondary School - 1507059",5,"#pc > option:nth-child(5)"
"Osman Bin Affan Village Mosque - 1507060",6,"#pc > option:nth-child(6)"
"Shahilam Primary School - 1507061",7,"#pc > option:nth-child(7)"
"Kandaro Village Madrasa - 1507062",8,"#pc > option:nth-child(8)"
"Manongi HighSchool - 1507063",9,"#pc > option:nth-child(9)"
"Nangalam Girls High School - 1507064",10,"#pc > option:nth-child(10)"
"Wardish Girls Primary School - 1507065",11,"#pc > option:nth-child(11)"
"Khalqlam Village Mosque - 1507066",12,"#pc > option:nth-child(12)"
"Paloso Naw School - 1508067",1,"#pc > option:nth-child(1)"
"Dambaro Madrasa - 1508068",2,"#pc > option:nth-child(2)"
"Primary School - 1508069",3,"#pc > option:nth-child(3)"
"District Mosque - 1508070",4,"#pc > option:nth-child(4)"
"Jaji High School - 1508071",5,"#pc > option:nth-child(5)"
"Zoor Asmar Girls School - 1508072",6,"#pc > option:nth-child(6)"
"Boys High School - 1508073",7,"#pc > option:nth-child(7)"
"Gato Qala High School - 1509074",1,"#pc > option:nth-child(1)"
"Faizullah School - 1509075",2,"#pc > option:nth-child(2)"
"Kolmani Village Mosque - 1509076",3,"#pc > option:nth-child(3)"
"Wali Qala Village Mosque - 1509077",4,"#pc > option:nth-child(4)"
"Jamiat High School - 1509078",5,"#pc > option:nth-child(5)"
"Babaro Primary School - 1509079",6,"#pc > option:nth-child(6)"
"Chenari Religious School - 1509080",7,"#pc > option:nth-child(7)"
"Tarnab School - 1509083",8,"#pc > option:nth-child(8)"
"Chambari Mosque - 1510084",1,"#pc > option:nth-child(1)"
"Mangwal High School - 1510085",2,"#pc > option:nth-child(2)"
"Lotan Village Mosque - 1510086",3,"#pc > option:nth-child(3)"
"Khas Kunar Secondary School - 1510087",4,"#pc > option:nth-child(4)"
"Kooza Arazi Village Mosque - 1510088",5,"#pc > option:nth-child(5)"
"Khas Kunar High School - 1510089",6,"#pc > option:nth-child(6)"
"Hakim Abad High School - 1510090",7,"#pc > option:nth-child(7)"
"Shamkar High School - 1510091",8,"#pc > option:nth-child(8)"
"Markazi Bargam Mosque - 1511093",1,"#pc > option:nth-child(1)"
"Bargam Primary School - 1511094",2,"#pc > option:nth-child(2)"
"Nisha Gam Mosque - 1511095",3,"#pc > option:nth-child(3)"
"Bargam High School - 1511096",4,"#pc > option:nth-child(4)"
"Biadad Primary School - 1512105",1,"#pc > option:nth-child(1)"
"Bar Dangam High School - 1512106",2,"#pc > option:nth-child(2)"
"Dobandi Madrasa - 1512107",3,"#pc > option:nth-child(3)"
"Seenzai Primary School - 1513111",1,"#pc > option:nth-child(1)"
"Kandi Mosque - 1513112",2,"#pc > option:nth-child(2)"
"Mashorri Mosque - 1513113",3,"#pc > option:nth-child(3)"
"Qala Madrasa - 1513114",4,"#pc > option:nth-child(4)"
"Gul Salik Secondary School - 1513115",5,"#pc > option:nth-child(5)"
"Kooz Noor Gal Village Mosque - 1514118",1,"#pc > option:nth-child(1)"
"Boys High School - 1514119",2,"#pc > option:nth-child(2)"
"Sayed Amin Fatimi Clinic - 1514120",3,"#pc > option:nth-child(3)"
"Patan Secondary School - 1514121",4,"#pc > option:nth-child(4)"
"Village Mosque - 1515124",1,"#pc > option:nth-child(1)"
"Mach Mana Primary School - 1515127",2,"#pc > option:nth-child(2)"
"Boys Primary School - 1515128",3,"#pc > option:nth-child(3)"
"Bari Kot High School - 1515129",4,"#pc > option:nth-child(4)"
"Pashangar Primary School - 1515130",5,"#pc > option:nth-child(5)"
"Khanano Kas Primary School - 1515131",6,"#pc > option:nth-child(6)"
"Narang High School - 1515132",7,"#pc > option:nth-child(7)"
"Boys Primary School - 1515133",8,"#pc > option:nth-child(8)"
"Zaro Kas Primary School - 1515134",9,"#pc > option:nth-child(9)"
"Shelton High School - 1516136",1,"#pc > option:nth-child(1)"
"Bazaar Jami Mosque - 1516137",2,"#pc > option:nth-child(2)"
"Chatras Jami Mosque - 1601001",1,"#pc > option:nth-child(1)"
"Pashaki Darul Uloom - 1601002",2,"#pc > option:nth-child(2)"
"Koshtaki Boys Primary School - 1601003",3,"#pc > option:nth-child(3)"
"Dewa Boys Secondary School - 1601004",4,"#pc > option:nth-child(4)"
"Pronz Boys Secondary School - 1601005",5,"#pc > option:nth-child(5)"
"Old Shetawi Girls School - 1601006",6,"#pc > option:nth-child(6)"
"Kosht Primary School - 1601010",7,"#pc > option:nth-child(7)"
"Shingal Mosque - 1602011",1,"#pc > option:nth-child(1)"
"Want Secondary School - 1602012",2,"#pc > option:nth-child(2)"
"Zalikan Mosque - 1602022",3,"#pc > option:nth-child(3)"
"Poonz Primary School - 1603026",1,"#pc > option:nth-child(1)"
"Bonni Mosque - 1603028",2,"#pc > option:nth-child(2)"
"Sar Pul Jami Mosque - 1603029",3,"#pc > option:nth-child(3)"
"Old Wama School - 1603030",4,"#pc > option:nth-child(4)"
"Archanno Village Jami Mosque - 1603031",5,"#pc > option:nth-child(5)"
"Malil wa Mashqa Secondary School - 1604033",1,"#pc > option:nth-child(1)"
"Titin Secondary School - 1604034",2,"#pc > option:nth-child(2)"
"Wadho Secondary School - 1604040",3,"#pc > option:nth-child(3)"
"Nangaraj High School - 1604041",4,"#pc > option:nth-child(4)"
"Kaamiz Abad School - 1606051",1,"#pc > option:nth-child(1)"
"Akbar Abad Clinic - 1606052",2,"#pc > option:nth-child(2)"
"Papristan Village Jami Mosque - 1606059",3,"#pc > option:nth-child(3)"
"Kamdesh Village School - 1606060",4,"#pc > option:nth-child(4)"
"Bargi Matal Gharb Village School - 1608074",1,"#pc > option:nth-child(1)"
"Aafsi Village Malak House - 1608075",2,"#pc > option:nth-child(2)"
"Peshawrak Village School - 1608076",3,"#pc > option:nth-child(3)"
"Ganjlook Shaal - 1608078",4,"#pc > option:nth-child(4)"
"Pasigram Village Jami Mosque - 1608079",5,"#pc > option:nth-child(5)"
"Makhfi High School Old Building - 1701001",1,"#pc > option:nth-child(1)"
"Makhfi High School  - 1701002",2,"#pc > option:nth-child(2)"
"Itifaq Jami Mosque - 1701003",3,"#pc > option:nth-child(3)"
